episode,timestep,reward,steps,success
11937,1206592,270.28,72,1
11938,1206718,321.7399,126,1
11939,1206831,309.37,113,1
11940,1206891,258.4,60,1
11941,1207007,313.8399,116,1
11942,1207055,246.52,48,1
11943,1207151,294.04,96,1
11944,1207283,329.6799,132,1
11945,1207343,258.4,60,1
11946,1207411,266.32,68,1
11947,1207463,250.48,52,1
11948,1207552,285.61,89,1
11949,1207652,298.0,100,1
11950,1207772,317.7999,120,1
11951,1207908,333.64,136,1
11952,1208048,337.6,140,1
11953,1208164,313.8399,116,1
11954,1208240,274.24,76,1
11955,1208372,329.6799,132,1
11956,1208428,254.44,56,1
11957,1208524,294.04,96,1
11958,1208648,321.7599,124,1
11959,1208732,282.16,84,1
11960,1208808,274.24,76,1
11961,1208892,282.16,84,1
11962,1209000,305.92,108,1
11963,1209112,309.88,112,1
11964,1209164,250.48,52,1
11965,1209244,278.2,80,1
11966,1209352,305.92,108,1
11967,1209492,337.6,140,1
11968,1209620,325.7199,128,1
11969,1209668,246.52,48,1
11970,1209752,282.16,84,1
11971,1209832,278.2,80,1
11972,1209928,294.04,96,1
11973,1210052,321.7599,124,1
11974,1210124,270.28,72,1
11975,1210196,270.28,72,1
11976,1210252,254.44,56,1
11977,1210336,282.16,84,1
11978,1210430,290.06,94,1
11979,1210531,297.49,101,1
11980,1210655,321.7599,124,1
11981,1210739,282.16,84,1
11982,1210839,298.0,100,1
11983,1210959,317.7999,120,1
11984,1211039,278.2,80,1
11985,1211100,257.89,61,1
11986,1211256,353.4401,156,1
11987,1211328,270.28,72,1
11988,1211453,321.25,125,1
11989,1211565,309.88,112,1
11990,1211625,258.4,60,1
11991,1211741,313.8399,116,1
11992,1211789,246.52,48,1
11993,1211885,294.04,96,1
11994,1212017,329.6799,132,1
11995,1212077,258.4,60,1
11996,1212145,266.32,68,1
11997,1212197,250.48,52,1
11998,1212285,286.12,88,1
11999,1212385,298.0,100,1
12000,1212505,317.7999,120,1
12001,1212641,333.64,136,1
12002,1212781,337.6,140,1
12003,1212897,313.8399,116,1
12004,1212973,274.24,76,1
12005,1213105,329.6799,132,1
12006,1213161,254.44,56,1
12007,1213257,294.04,96,1
12008,1213381,321.7599,124,1
12009,1213465,282.16,84,1
12010,1213541,274.24,76,1
12011,1213625,282.16,84,1
12012,1213733,305.92,108,1
12013,1213845,309.88,112,1
12014,1213898,249.97,53,1
12015,1213978,278.2,80,1
12016,1214086,305.92,108,1
12017,1214226,337.6,140,1
12018,1214354,325.7199,128,1
12019,1214402,246.52,48,1
12020,1214486,282.16,84,1
12021,1214566,278.2,80,1
12022,1214662,294.04,96,1
12023,1214786,321.7599,124,1
12024,1214858,270.28,72,1
12025,1214930,270.28,72,1
12026,1214986,254.44,56,1
12027,1215070,282.16,84,1
12028,1215162,290.08,92,1
12029,1215262,298.0,100,1
12030,1215386,321.7599,124,1
12031,1215470,282.16,84,1
12032,1215570,298.0,100,1
12033,1215690,317.7999,120,1
12034,1215770,278.2,80,1
12035,1215830,258.4,60,1
12036,1215986,353.4401,156,1
12037,1216058,270.28,72,1
12038,1216182,321.7599,124,1
12039,1216294,309.88,112,1
12040,1216354,258.4,60,1
12041,1216470,313.8399,116,1
12042,1216518,246.52,48,1
12043,1216614,294.04,96,1
12044,1216746,329.6799,132,1
12045,1216806,258.4,60,1
12046,1216874,266.32,68,1
12047,1216926,250.48,52,1
12048,1217014,286.12,88,1
12049,1217114,298.0,100,1
12050,1217234,317.7999,120,1
12051,1217370,333.64,136,1
12052,1217510,337.6,140,1
12053,1217628,313.82,118,1
12054,1217704,274.24,76,1
12055,1217836,329.6799,132,1
12056,1217892,254.44,56,1
12057,1217988,294.04,96,1
12058,1218112,321.7599,124,1
12059,1218196,282.16,84,1
12060,1218272,274.24,76,1
12061,1218356,282.16,84,1
12062,1218464,305.92,108,1
12063,1218576,309.88,112,1
12064,1218628,250.48,52,1
12065,1218708,278.2,80,1
12066,1218816,305.92,108,1
12067,1218958,337.58,142,1
12068,1219086,325.7199,128,1
12069,1219135,246.01,49,1
12070,1219219,282.16,84,1
12071,1219299,278.2,80,1
12072,1219395,294.04,96,1
12073,1219519,321.7599,124,1
12074,1219591,270.28,72,1
12075,1219663,270.28,72,1
12076,1219719,254.44,56,1
12077,1219803,282.16,84,1
12078,1219895,290.08,92,1
12079,1219995,298.0,100,1
12080,1220119,321.7599,124,1
12081,1220203,282.16,84,1
12082,1220304,297.49,101,1
12083,1220424,317.7999,120,1
12084,1220504,278.2,80,1
12085,1220564,258.4,60,1
12086,1220720,353.4401,156,1
12087,1220792,270.28,72,1
12088,1220916,321.7599,124,1
12089,1221030,309.86,114,1
12090,1221090,258.4,60,1
12091,1221206,313.8399,116,1
12092,1221254,246.52,48,1
12093,1221350,294.04,96,1
12094,1221482,329.6799,132,1
12095,1221542,258.4,60,1
12096,1221611,265.81,69,1
12097,1221663,250.48,52,1
12098,1221751,286.12,88,1
12099,1221851,298.0,100,1
12100,1221971,317.7999,120,1
12101,1222107,333.64,136,1
12102,1222247,337.6,140,1
12103,1222363,313.8399,116,1
12104,1222439,274.24,76,1
12105,1222573,329.6599,134,1
12106,1222629,254.44,56,1
12107,1222725,294.04,96,1
12108,1222849,321.7599,124,1
12109,1222933,282.16,84,1
12110,1223009,274.24,76,1
12111,1223093,282.16,84,1
12112,1223201,305.92,108,1
12113,1223313,309.88,112,1
12114,1223365,250.48,52,1
12115,1223445,278.2,80,1
12116,1223553,305.92,108,1
12117,1223693,337.6,140,1
12118,1223821,325.7199,128,1
12119,1223869,246.52,48,1
12120,1223953,282.16,84,1
12121,1224033,278.2,80,1
12122,1224129,294.04,96,1
12123,1224253,321.7599,124,1
12124,1224325,270.28,72,1
12125,1224397,270.28,72,1
12126,1224453,254.44,56,1
12127,1224537,282.16,84,1
12128,1224630,289.57,93,1
12129,1224730,298.0,100,1
12130,1224854,321.7599,124,1
12131,1224938,282.16,84,1
12132,1225038,298.0,100,1
12133,1225158,317.7999,120,1
12134,1225238,278.2,80,1
12135,1225298,258.4,60,1
12136,1225454,353.4401,156,1
12137,1225526,270.28,72,1
12138,1225650,321.7599,124,1
12139,1225762,309.88,112,1
12140,1225822,258.4,60,1
12141,1225938,313.8399,116,1
12142,1225986,246.52,48,1
12143,1226082,294.04,96,1
12144,1226214,329.6799,132,1
12145,1226274,258.4,60,1
12146,1226342,266.32,68,1
12147,1226394,250.48,52,1
12148,1226482,286.12,88,1
12149,1226582,298.0,100,1
12150,1226702,317.7999,120,1
12151,1226838,333.64,136,1
12152,1226978,337.6,140,1
12153,1227094,313.8399,116,1
12154,1227170,274.24,76,1
12155,1227302,329.6799,132,1
12156,1227358,254.44,56,1
12157,1227454,294.04,96,1
12158,1227578,321.7599,124,1
12159,1227662,282.16,84,1
12160,1227738,274.24,76,1
12161,1227823,281.65,85,1
12162,1227931,305.92,108,1
12163,1228043,309.88,112,1
12164,1228095,250.48,52,1
12165,1228175,278.2,80,1
12166,1228283,305.92,108,1
12167,1228423,337.6,140,1
12168,1228551,325.7199,128,1
12169,1228599,246.52,48,1
12170,1228683,282.16,84,1
12171,1228763,278.2,80,1
12172,1228859,294.04,96,1
12173,1228983,321.7599,124,1
12174,1229057,270.26,74,1
12175,1229129,270.28,72,1
12176,1229185,254.44,56,1
12177,1229269,282.16,84,1
12178,1229361,290.08,92,1
12179,1229461,298.0,100,1
12180,1229585,321.7599,124,1
12181,1229669,282.16,84,1
12182,1229769,298.0,100,1
12183,1229889,317.7999,120,1
12184,1229969,278.2,80,1
12185,1230029,258.4,60,1
12186,1230185,353.4401,156,1
12187,1230257,270.28,72,1
12188,1230381,321.7599,124,1
12189,1230493,309.88,112,1
12190,1230553,258.4,60,1
12191,1230669,313.8399,116,1
12192,1230717,246.52,48,1
12193,1230813,294.04,96,1
12194,1230946,329.1699,133,1
12195,1231006,258.4,60,1
12196,1231074,266.32,68,1
12197,1231126,250.48,52,1
12198,1231214,286.12,88,1
12199,1231314,298.0,100,1
12200,1231434,317.7999,120,1
12201,1231570,333.64,136,1
12202,1231710,337.6,140,1
12203,1231826,313.8399,116,1
12204,1231902,274.24,76,1
12205,1232034,329.6799,132,1
12206,1232090,254.44,56,1
12207,1232186,294.04,96,1
12208,1232310,321.7599,124,1
12209,1232396,282.14,86,1
12210,1232472,274.24,76,1
12211,1232556,282.16,84,1
12212,1232664,305.92,108,1
12213,1232776,309.88,112,1
12214,1232828,250.48,52,1
12215,1232908,278.2,80,1
12216,1233016,305.92,108,1
12217,1233156,337.6,140,1
12218,1233284,325.7199,128,1
12219,1233332,246.52,48,1
12220,1233416,282.16,84,1
12221,1233496,278.2,80,1
12222,1233592,294.04,96,1
12223,1233716,321.7599,124,1
12224,1233789,269.77,73,1
12225,1233861,270.28,72,1
12226,1233917,254.44,56,1
12227,1234001,282.16,84,1
12228,1234093,290.08,92,1
12229,1234193,298.0,100,1
12230,1234317,321.7599,124,1
12231,1234401,282.16,84,1
12232,1234501,298.0,100,1
12233,1234621,317.7999,120,1
12234,1234701,278.2,80,1
12235,1234761,258.4,60,1
12236,1234917,353.4401,156,1
12237,1234989,270.28,72,1
12238,1235113,321.7599,124,1
12239,1235225,309.88,112,1
12240,1235285,258.4,60,1
12241,1235401,313.8399,116,1
12242,1235449,246.52,48,1
12243,1235545,294.04,96,1
12244,1235677,329.6799,132,1
12245,1235737,258.4,60,1
12246,1235805,266.32,68,1
12247,1235857,250.48,52,1
12248,1235945,286.12,88,1
12249,1236045,298.0,100,1
12250,1236165,317.7999,120,1
12251,1236301,333.64,136,1
12252,1236441,337.6,140,1
12253,1236557,313.8399,116,1
12254,1236633,274.24,76,1
12255,1236765,329.6799,132,1
12256,1236821,254.44,56,1
12257,1236917,294.04,96,1
12258,1237041,321.7599,124,1
12259,1237125,282.16,84,1
12260,1237201,274.24,76,1
12261,1237285,282.16,84,1
12262,1237393,305.92,108,1
12263,1237506,309.3699,113,1
12264,1237558,250.48,52,1
12265,1237639,277.69,81,1
12266,1237747,305.92,108,1
12267,1237887,337.6,140,1
12268,1238015,325.7199,128,1
12269,1238063,246.52,48,1
12270,1238147,282.16,84,1
12271,1238227,278.2,80,1
12272,1238323,294.04,96,1
12273,1238447,321.7599,124,1
12274,1238519,270.28,72,1
12275,1238591,270.28,72,1
12276,1238647,254.44,56,1
12277,1238731,282.16,84,1
12278,1238823,290.08,92,1
12279,1238923,298.0,100,1
12280,1239047,321.7599,124,1
12281,1239131,282.16,84,1
12282,1239231,298.0,100,1
12283,1239351,317.7999,120,1
12284,1239431,278.2,80,1
12285,1239491,258.4,60,1
12286,1239647,353.4401,156,1
12287,1239719,270.28,72,1
12288,1239843,321.7599,124,1
12289,1239955,309.88,112,1
12290,1240015,258.4,60,1
12291,1240131,313.8399,116,1
12292,1240179,246.52,48,1
12293,1240277,294.02,98,1
12294,1240409,329.6799,132,1
12295,1240469,258.4,60,1
12296,1240537,266.32,68,1
12297,1240589,250.48,52,1
12298,1240677,286.12,88,1
12299,1240777,298.0,100,1
12300,1240897,317.7999,120,1
12301,1241033,333.64,136,1
12302,1241173,337.6,140,1
12303,1241289,313.8399,116,1
12304,1241365,274.24,76,1
12305,1241497,329.6799,132,1
12306,1241553,254.44,56,1
12307,1241649,294.04,96,1
12308,1241773,321.7599,124,1
12309,1241857,282.16,84,1
12310,1241933,274.24,76,1
12311,1242017,282.16,84,1
12312,1242125,305.92,108,1
12313,1242237,309.88,112,1
12314,1242289,250.48,52,1
12315,1242369,278.2,80,1
12316,1242477,305.92,108,1
12317,1242617,337.6,140,1
12318,1242745,325.7199,128,1
12319,1242793,246.52,48,1
12320,1242877,282.16,84,1
12321,1242957,278.2,80,1
12322,1243053,294.04,96,1
12323,1243177,321.7599,124,1
12324,1243249,270.28,72,1
12325,1243321,270.28,72,1
12326,1243377,254.44,56,1
12327,1243461,282.16,84,1
12328,1243553,290.08,92,1
12329,1243653,298.0,100,1
12330,1243777,321.7599,124,1
12331,1243861,282.16,84,1
12332,1243961,298.0,100,1
12333,1244081,317.7999,120,1
12334,1244161,278.2,80,1
12335,1244221,258.4,60,1
12336,1244377,353.4401,156,1
12337,1244449,270.28,72,1
12338,1244573,321.7599,124,1
12339,1244685,309.88,112,1
12340,1244746,257.89,61,1
12341,1244862,313.8399,116,1
12342,1244910,246.52,48,1
12343,1245006,294.04,96,1
12344,1245138,329.6799,132,1
12345,1245198,258.4,60,1
12346,1245266,266.32,68,1
12347,1245318,250.48,52,1
12348,1245406,286.12,88,1
12349,1245506,298.0,100,1
12350,1245626,317.7999,120,1
12351,1245762,333.64,136,1
12352,1245902,337.6,140,1
12353,1246018,313.8399,116,1
12354,1246094,274.24,76,1
12355,1246226,329.6799,132,1
12356,1246282,254.44,56,1
12357,1246378,294.04,96,1
12358,1246502,321.7599,124,1
12359,1246586,282.16,84,1
12360,1246662,274.24,76,1
12361,1246746,282.16,84,1
12362,1246854,305.92,108,1
12363,1246966,309.88,112,1
12364,1247018,250.48,52,1
12365,1247098,278.2,80,1
12366,1247206,305.92,108,1
12367,1247346,337.6,140,1
12368,1247474,325.7199,128,1
12369,1247522,246.52,48,1
12370,1247606,282.16,84,1
12371,1247686,278.2,80,1
12372,1247782,294.04,96,1
12373,1247906,321.7599,124,1
12374,1247978,270.28,72,1
12375,1248050,270.28,72,1
12376,1248106,254.44,56,1
12377,1248190,282.16,84,1
12378,1248282,290.08,92,1
12379,1248382,298.0,100,1
12380,1248506,321.7599,124,1
12381,1248590,282.16,84,1
12382,1248690,298.0,100,1
12383,1248810,317.7999,120,1
12384,1248890,278.2,80,1
12385,1248950,258.4,60,1
12386,1249106,353.4401,156,1
12387,1249178,270.28,72,1
12388,1249303,321.25,125,1
12389,1249415,309.88,112,1
12390,1249475,258.4,60,1
12391,1249591,313.8399,116,1
12392,1249639,246.52,48,1
12393,1249735,294.04,96,1
12394,1249867,329.6799,132,1
12395,1249927,258.4,60,1
12396,1249995,266.32,68,1
12397,1250047,250.48,52,1
12398,1250135,286.12,88,1
12399,1250235,298.0,100,1
12400,1250355,317.7999,120,1
12401,1250491,333.64,136,1
12402,1250631,337.6,140,1
12403,1250747,313.8399,116,1
12404,1250823,274.24,76,1
12405,1250955,329.6799,132,1
12406,1251011,254.44,56,1
12407,1251107,294.04,96,1
12408,1251231,321.7599,124,1
12409,1251315,282.16,84,1
12410,1251391,274.24,76,1
12411,1251475,282.16,84,1
12412,1251583,305.92,108,1
12413,1251695,309.88,112,1
12414,1251747,250.48,52,1
12415,1251827,278.2,80,1
12416,1251936,305.41,109,1
12417,1252076,337.6,140,1
12418,1252204,325.7199,128,1
12419,1252252,246.52,48,1
12420,1252336,282.16,84,1
12421,1252416,278.2,80,1
12422,1252512,294.04,96,1
12423,1252636,321.7599,124,1
12424,1252708,270.28,72,1
12425,1252780,270.28,72,1
12426,1252836,254.44,56,1
12427,1252920,282.16,84,1
12428,1253012,290.08,92,1
12429,1253112,298.0,100,1
12430,1253236,321.7599,124,1
12431,1253320,282.16,84,1
12432,1253420,298.0,100,1
12433,1253540,317.7999,120,1
12434,1253620,278.2,80,1
12435,1253680,258.4,60,1
12436,1253836,353.4401,156,1
12437,1253908,270.28,72,1
12438,1254032,321.7599,124,1
12439,1254144,309.88,112,1
12440,1254204,258.4,60,1
12441,1254322,313.82,118,1
12442,1254370,246.52,48,1
12443,1254466,294.04,96,1
12444,1254598,329.6799,132,1
12445,1254658,258.4,60,1
12446,1254726,266.32,68,1
12447,1254778,250.48,52,1
12448,1254866,286.12,88,1
12449,1254967,297.49,101,1
12450,1255087,317.7999,120,1
12451,1255223,333.64,136,1
12452,1255363,337.6,140,1
12453,1255479,313.8399,116,1
12454,1255555,274.24,76,1
12455,1255688,329.1699,133,1
12456,1255744,254.44,56,1
12457,1255840,294.04,96,1
12458,1255964,321.7599,124,1
12459,1256048,282.16,84,1
12460,1256124,274.24,76,1
12461,1256208,282.16,84,1
12462,1256316,305.92,108,1
12463,1256430,309.86,114,1
12464,1256482,250.48,52,1
12465,1256562,278.2,80,1
12466,1256670,305.92,108,1
12467,1256810,337.6,140,1
12468,1256938,325.7199,128,1
12469,1256986,246.52,48,1
12470,1257070,282.16,84,1
12471,1257150,278.2,80,1
12472,1257246,294.04,96,1
12473,1257370,321.7599,124,1
12474,1257442,270.28,72,1
12475,1257514,270.28,72,1
12476,1257570,254.44,56,1
12477,1257654,282.16,84,1
12478,1257746,290.08,92,1
12479,1257846,298.0,100,1
12480,1257970,321.7599,124,1
12481,1258054,282.16,84,1
12482,1258154,298.0,100,1
12483,1258274,317.7999,120,1
12484,1258354,278.2,80,1
12485,1258414,258.4,60,1
12486,1258570,353.4401,156,1
12487,1258642,270.28,72,1
12488,1258766,321.7599,124,1
12489,1258878,309.88,112,1
12490,1258938,258.4,60,1
12491,1259054,313.8399,116,1
12492,1259102,246.52,48,1
12493,1259199,293.53,97,1
12494,1259331,329.6799,132,1
12495,1259391,258.4,60,1
12496,1259459,266.32,68,1
12497,1259511,250.48,52,1
12498,1259599,286.12,88,1
12499,1259699,298.0,100,1
12500,1259819,317.7999,120,1
12501,1259955,333.64,136,1
12502,1260095,337.6,140,1
12503,1260211,313.8399,116,1
12504,1260287,274.24,76,1
12505,1260421,329.6599,134,1
12506,1260477,254.44,56,1
12507,1260573,294.04,96,1
12508,1260697,321.7599,124,1
12509,1260781,282.16,84,1
12510,1260857,274.24,76,1
12511,1260941,282.16,84,1
12512,1261049,305.92,108,1
12513,1261161,309.88,112,1
12514,1261213,250.48,52,1
12515,1261293,278.2,80,1
12516,1261401,305.92,108,1
12517,1261541,337.6,140,1
12518,1261669,325.7199,128,1
12519,1261717,246.52,48,1
12520,1261801,282.16,84,1
12521,1261881,278.2,80,1
12522,1261977,294.04,96,1
12523,1262101,321.7599,124,1
12524,1262173,270.28,72,1
12525,1262245,270.28,72,1
12526,1262301,254.44,56,1
12527,1262385,282.16,84,1
12528,1262477,290.08,92,1
12529,1262577,298.0,100,1
12530,1262701,321.7599,124,1
12531,1262785,282.16,84,1
12532,1262885,298.0,100,1
12533,1263005,317.7999,120,1
12534,1263085,278.2,80,1
12535,1263145,258.4,60,1
12536,1263301,353.4401,156,1
12537,1263373,270.28,72,1
12538,1263497,321.7599,124,1
12539,1263609,309.88,112,1
12540,1263669,258.4,60,1
12541,1263785,313.8399,116,1
12542,1263833,246.52,48,1
12543,1263931,294.02,98,1
12544,1264063,329.6799,132,1
12545,1264123,258.4,60,1
12546,1264191,266.32,68,1
12547,1264243,250.48,52,1
12548,1264331,286.12,88,1
12549,1264433,297.98,102,1
12550,1264555,317.78,122,1
12551,1264691,333.64,136,1
12552,1264831,337.6,140,1
12553,1264947,313.8399,116,1
12554,1265023,274.24,76,1
12555,1265155,329.6799,132,1
12556,1265211,254.44,56,1
12557,1265307,294.04,96,1
12558,1265431,321.7599,124,1
12559,1265515,282.16,84,1
12560,1265591,274.24,76,1
12561,1265675,282.16,84,1
12562,1265783,305.92,108,1
12563,1265895,309.88,112,1
12564,1265947,250.48,52,1
12565,1266027,278.2,80,1
12566,1266135,305.92,108,1
12567,1266275,337.6,140,1
12568,1266403,325.7199,128,1
12569,1266451,246.52,48,1
12570,1266535,282.16,84,1
12571,1266615,278.2,80,1
12572,1266711,294.04,96,1
12573,1266835,321.7599,124,1
12574,1266907,270.28,72,1
12575,1266979,270.28,72,1
12576,1267035,254.44,56,1
12577,1267119,282.16,84,1
12578,1267211,290.08,92,1
12579,1267311,298.0,100,1
12580,1267435,321.7599,124,1
12581,1267519,282.16,84,1
12582,1267620,297.49,101,1
12583,1267740,317.7999,120,1
12584,1267820,278.2,80,1
12585,1267880,258.4,60,1
12586,1268036,353.4401,156,1
12587,1268108,270.28,72,1
12588,1268232,321.7599,124,1
12589,1268344,309.88,112,1
12590,1268404,258.4,60,1
12591,1268520,313.8399,116,1
12592,1268568,246.52,48,1
12593,1268664,294.04,96,1
12594,1268796,329.6799,132,1
12595,1268856,258.4,60,1
12596,1268924,266.32,68,1
12597,1268977,249.97,53,1
12598,1269065,286.12,88,1
12599,1269165,298.0,100,1
12600,1269285,317.7999,120,1
12601,1269422,333.13,137,1
12602,1269562,337.6,140,1
12603,1269678,313.8399,116,1
12604,1269754,274.24,76,1
12605,1269886,329.6799,132,1
12606,1269942,254.44,56,1
12607,1270038,294.04,96,1
12608,1270162,321.7599,124,1
12609,1270246,282.16,84,1
12610,1270322,274.24,76,1
12611,1270406,282.16,84,1
12612,1270514,305.92,108,1
12613,1270626,309.88,112,1
12614,1270678,250.48,52,1
12615,1270758,278.2,80,1
12616,1270866,305.92,108,1
12617,1271006,337.6,140,1
12618,1271134,325.7199,128,1
12619,1271182,246.52,48,1
12620,1271266,282.16,84,1
12621,1271346,278.2,80,1
12622,1271442,294.04,96,1
12623,1271566,321.7599,124,1
12624,1271638,270.28,72,1
12625,1271710,270.28,72,1
12626,1271766,254.44,56,1
12627,1271850,282.16,84,1
12628,1271942,290.08,92,1
12629,1272042,298.0,100,1
12630,1272168,321.7399,126,1
12631,1272252,282.16,84,1
12632,1272352,298.0,100,1
12633,1272472,317.7999,120,1
12634,1272552,278.2,80,1
12635,1272612,258.4,60,1
12636,1272768,353.4401,156,1
12637,1272840,270.28,72,1
12638,1272964,321.7599,124,1
12639,1273076,309.88,112,1
12640,1273137,257.89,61,1
12641,1273253,313.8399,116,1
12642,1273301,246.52,48,1
12643,1273397,294.04,96,1
12644,1273529,329.6799,132,1
12645,1273589,258.4,60,1
12646,1273657,266.32,68,1
12647,1273709,250.48,52,1
12648,1273797,286.12,88,1
12649,1273897,298.0,100,1
12650,1274017,317.7999,120,1
12651,1274153,333.64,136,1
12652,1274293,337.6,140,1
12653,1274409,313.8399,116,1
12654,1274485,274.24,76,1
12655,1274617,329.6799,132,1
12656,1274673,254.44,56,1
12657,1274769,294.04,96,1
12658,1274893,321.7599,124,1
12659,1274977,282.16,84,1
12660,1275053,274.24,76,1
12661,1275137,282.16,84,1
12662,1275245,305.92,108,1
12663,1275357,309.88,112,1
12664,1275409,250.48,52,1
12665,1275489,278.2,80,1
12666,1275597,305.92,108,1
12667,1275737,337.6,140,1
12668,1275865,325.7199,128,1
12669,1275913,246.52,48,1
12670,1275997,282.16,84,1
12671,1276077,278.2,80,1
12672,1276173,294.04,96,1
12673,1276297,321.7599,124,1
12674,1276369,270.28,72,1
12675,1276441,270.28,72,1
12676,1276497,254.44,56,1
12677,1276582,281.65,85,1
12678,1276674,290.08,92,1
12679,1276774,298.0,100,1
12680,1276898,321.7599,124,1
12681,1276982,282.16,84,1
12682,1277082,298.0,100,1
12683,1277202,317.7999,120,1
12684,1277282,278.2,80,1
12685,1277342,258.4,60,1
12686,1277498,353.4401,156,1
12687,1277570,270.28,72,1
12688,1277694,321.7599,124,1
12689,1277806,309.88,112,1
12690,1277866,258.4,60,1
12691,1277982,313.8399,116,1
12692,1278030,246.52,48,1
12693,1278126,294.04,96,1
12694,1278258,329.6799,132,1
12695,1278318,258.4,60,1
12696,1278386,266.32,68,1
12697,1278438,250.48,52,1
12698,1278526,286.12,88,1
12699,1278626,298.0,100,1
12700,1278746,317.7999,120,1
12701,1278882,333.64,136,1
12702,1279022,337.6,140,1
12703,1279138,313.8399,116,1
12704,1279214,274.24,76,1
12705,1279346,329.6799,132,1
12706,1279402,254.44,56,1
12707,1279498,294.04,96,1
12708,1279622,321.7599,124,1
12709,1279706,282.16,84,1
12710,1279782,274.24,76,1
12711,1279866,282.16,84,1
12712,1279974,305.92,108,1
12713,1280086,309.88,112,1
12714,1280138,250.48,52,1
12715,1280218,278.2,80,1
12716,1280326,305.92,108,1
12717,1280466,337.6,140,1
12718,1280594,325.7199,128,1
12719,1280642,246.52,48,1
12720,1280726,282.16,84,1
12721,1280806,278.2,80,1
12722,1280902,294.04,96,1
12723,1281026,321.7599,124,1
12724,1281098,270.28,72,1
12725,1281170,270.28,72,1
12726,1281226,254.44,56,1
12727,1281310,282.16,84,1
12728,1281402,290.08,92,1
12729,1281502,298.0,100,1
12730,1281626,321.7599,124,1
12731,1281710,282.16,84,1
12732,1281810,298.0,100,1
12733,1281930,317.7999,120,1
12734,1282010,278.2,80,1
12735,1282070,258.4,60,1
12736,1282226,353.4401,156,1
12737,1282298,270.28,72,1
12738,1282422,321.7599,124,1
12739,1282534,309.88,112,1
12740,1282594,258.4,60,1
12741,1282710,313.8399,116,1
12742,1282758,246.52,48,1
12743,1282854,294.04,96,1
12744,1282986,329.6799,132,1
12745,1283046,258.4,60,1
12746,1283114,266.32,68,1
12747,1283166,250.48,52,1
12748,1283254,286.12,88,1
12749,1283354,298.0,100,1
12750,1283474,317.7999,120,1
12751,1283610,333.64,136,1
12752,1283750,337.6,140,1
12753,1283866,313.8399,116,1
12754,1283942,274.24,76,1
12755,1284074,329.6799,132,1
12756,1284130,254.44,56,1
12757,1284227,293.53,97,1
12758,1284351,321.7599,124,1
12759,1284435,282.16,84,1
12760,1284511,274.24,76,1
12761,1284595,282.16,84,1
12762,1284703,305.92,108,1
12763,1284815,309.88,112,1
12764,1284867,250.48,52,1
12765,1284947,278.2,80,1
12766,1285055,305.92,108,1
12767,1285195,337.6,140,1
12768,1285323,325.7199,128,1
12769,1285371,246.52,48,1
12770,1285455,282.16,84,1
12771,1285535,278.2,80,1
12772,1285631,294.04,96,1
12773,1285755,321.7599,124,1
12774,1285827,270.28,72,1
12775,1285899,270.28,72,1
12776,1285955,254.44,56,1
12777,1286039,282.16,84,1
12778,1286133,290.06,94,1
12779,1286233,298.0,100,1
12780,1286357,321.7599,124,1
12781,1286441,282.16,84,1
12782,1286541,298.0,100,1
12783,1286661,317.7999,120,1
12784,1286741,278.2,80,1
12785,1286801,258.4,60,1
12786,1286957,353.4401,156,1
12787,1287029,270.28,72,1
12788,1287153,321.7599,124,1
12789,1287265,309.88,112,1
12790,1287325,258.4,60,1
12791,1287441,313.8399,116,1
12792,1287489,246.52,48,1
12793,1287585,294.04,96,1
12794,1287717,329.6799,132,1
12795,1287777,258.4,60,1
12796,1287845,266.32,68,1
12797,1287897,250.48,52,1
12798,1287985,286.12,88,1
12799,1288085,298.0,100,1
12800,1288205,317.7999,120,1
12801,1288341,333.64,136,1
12802,1288481,337.6,140,1
12803,1288597,313.8399,116,1
12804,1288673,274.24,76,1
12805,1288805,329.6799,132,1
12806,1288861,254.44,56,1
12807,1288957,294.04,96,1
12808,1289081,321.7599,124,1
12809,1289165,282.16,84,1
12810,1289241,274.24,76,1
12811,1289325,282.16,84,1
12812,1289433,305.92,108,1
12813,1289545,309.88,112,1
12814,1289597,250.48,52,1
12815,1289677,278.2,80,1
12816,1289785,305.92,108,1
12817,1289925,337.6,140,1
12818,1290053,325.7199,128,1
12819,1290101,246.52,48,1
12820,1290185,282.16,84,1
12821,1290265,278.2,80,1
12822,1290361,294.04,96,1
12823,1290485,321.7599,124,1
12824,1290557,270.28,72,1
12825,1290629,270.28,72,1
12826,1290685,254.44,56,1
12827,1290769,282.16,84,1
12828,1290861,290.08,92,1
12829,1290961,298.0,100,1
12830,1291085,321.7599,124,1
12831,1291169,282.16,84,1
12832,1291269,298.0,100,1
12833,1291389,317.7999,120,1
12834,1291469,278.2,80,1
12835,1291529,258.4,60,1
12836,1291685,353.4401,156,1
12837,1291757,270.28,72,1
12838,1291881,321.7599,124,1
12839,1291993,309.88,112,1
12840,1292053,258.4,60,1
12841,1292169,313.8399,116,1
12842,1292217,246.52,48,1
12843,1292313,294.04,96,1
12844,1292445,329.6799,132,1
12845,1292505,258.4,60,1
12846,1292573,266.32,68,1
12847,1292625,250.48,52,1
12848,1292713,286.12,88,1
12849,1292813,298.0,100,1
12850,1292933,317.7999,120,1
12851,1293069,333.64,136,1
12852,1293209,337.6,140,1
12853,1293325,313.8399,116,1
