episode,timestep,reward,steps,success
4767,525923,336.58,142,1
4768,526053,325.6999,130,1
4769,526101,246.52,48,1
4770,526185,282.16,84,1
4771,526265,278.2,80,1
4772,526362,293.53,97,1
4773,526486,321.7599,124,1
4774,526560,270.26,74,1
4775,526634,270.26,74,1
4776,526690,254.44,56,1
4777,526774,282.16,84,1
4778,526868,290.06,94,1
4779,526969,297.49,101,1
4780,527093,321.7599,124,1
4781,527178,281.65,85,1
4782,527280,297.98,102,1
4783,527400,317.7999,120,1
4784,527481,277.69,81,1
4785,527541,258.4,60,1
4786,527699,353.42,158,1
4787,527772,269.77,73,1
4788,527896,321.7599,124,1
4789,528012,309.84,116,1
4790,528074,258.38,62,1
4791,528195,313.29,121,1
4792,528244,246.01,49,1
4793,528340,294.04,96,1
4794,528472,329.6799,132,1
4795,528532,258.4,60,1
4796,528602,266.3,70,1
4797,528654,250.48,52,1
4798,528743,285.61,89,1
4799,528843,298.0,100,1
4800,528963,317.7999,120,1
4801,529101,332.6199,138,1
4802,529243,337.58,142,1
4803,529362,313.3099,119,1
4804,529440,274.22,78,1
4805,529572,329.6799,132,1
4806,529628,254.44,56,1
4807,529724,294.04,96,1
4808,529852,321.7199,128,1
4809,529936,282.16,84,1
4810,530012,274.24,76,1
4811,530096,282.16,84,1
4812,530205,305.41,109,1
4813,530317,309.88,112,1
4814,530369,250.48,52,1
4815,530449,278.2,80,1
4816,530557,305.92,108,1
4817,530701,336.56,144,1
4818,530832,324.19,131,1
4819,530881,246.01,49,1
4820,530966,281.65,85,1
4821,531048,278.18,82,1
4822,531147,293.51,99,1
4823,531274,321.2299,127,1
4824,531349,269.75,75,1
4825,531421,270.28,72,1
4826,531477,254.44,56,1
4827,531563,282.14,86,1
4828,531655,290.08,92,1
4829,531757,296.98,102,1
4830,531884,321.2299,127,1
4831,531969,281.65,85,1
4832,532071,297.98,102,1
4833,532192,317.2899,121,1
4834,532272,278.2,80,1
4835,532332,258.4,60,1
4836,532491,352.9101,159,1
4837,532567,269.24,76,1
4838,532691,321.7599,124,1
4839,532803,309.88,112,1
4840,532864,257.89,61,1
4841,532981,313.33,117,1
4842,533030,246.01,49,1
4843,533127,293.53,97,1
4844,533261,329.6599,134,1
4845,533324,257.87,63,1
4846,533393,265.81,69,1
4847,533445,250.48,52,1
4848,533533,286.12,88,1
4849,533634,297.49,101,1
4850,533756,316.78,122,1
4851,533894,333.6199,138,1
4852,534034,337.6,140,1
4853,534151,313.33,117,1
4854,534229,274.22,78,1
4855,534365,328.6399,136,1
4856,534422,253.93,57,1
4857,534520,294.02,98,1
4858,534645,321.25,125,1
4859,534732,281.63,87,1
4860,534808,274.24,76,1
4861,534893,281.65,85,1
4862,535005,305.88,112,1
4863,535119,309.86,114,1
4864,535171,250.48,52,1
4865,535252,277.69,81,1
4866,535366,305.86,114,1
4867,535509,337.07,143,1
4868,535637,325.7199,128,1
4869,535685,246.52,48,1
4870,535769,282.16,84,1
4871,535850,277.69,81,1
4872,535946,294.04,96,1
4873,536070,321.7599,124,1
4874,536142,270.28,72,1
4875,536214,270.28,72,1
4876,536270,254.44,56,1
4877,536357,280.63,87,1
4878,536449,290.08,92,1
4879,536553,297.96,104,1
4880,536679,321.7399,126,1
4881,536764,281.65,85,1
4882,536866,296.98,102,1
4883,536987,317.2899,121,1
4884,537069,278.18,82,1
4885,537130,257.89,61,1
4886,537288,353.42,158,1
4887,537360,270.28,72,1
4888,537484,321.7599,124,1
4889,537596,309.88,112,1
4890,537656,258.4,60,1
4891,537774,313.82,118,1
4892,537823,246.01,49,1
4893,537920,293.53,97,1
4894,538052,329.6799,132,1
4895,538112,258.4,60,1
4896,538183,265.79,71,1
4897,538235,250.48,52,1
4898,538327,285.08,92,1
4899,538427,298.0,100,1
4900,538549,317.78,122,1
4901,538690,333.0899,141,1
4902,538835,337.05,145,1
4903,538952,313.33,117,1
4904,539028,274.24,76,1
4905,539160,329.6799,132,1
4906,539217,253.93,57,1
4907,539315,293.02,98,1
4908,539440,321.25,125,1
4909,539527,281.63,87,1
4910,539606,273.71,79,1
4911,539690,282.16,84,1
4912,539798,305.92,108,1
4913,539910,309.88,112,1
4914,539962,250.48,52,1
4915,540042,278.2,80,1
4916,540151,305.41,109,1
4917,540292,337.09,141,1
4918,540422,325.6999,130,1
4919,540472,246.5,50,1
4920,540557,281.65,85,1
4921,540637,278.2,80,1
4922,540733,294.04,96,1
4923,540863,320.6999,130,1
4924,540935,270.28,72,1
4925,541007,270.28,72,1
4926,541064,253.93,57,1
4927,541151,281.63,87,1
4928,541244,289.57,93,1
4929,541344,298.0,100,1
4930,541469,321.25,125,1
4931,541553,282.16,84,1
4932,541653,298.0,100,1
4933,541774,317.29,121,1
4934,541854,278.2,80,1
4935,541916,258.38,62,1
4936,542074,352.42,158,1
4937,542148,269.26,74,1
4938,542275,320.2299,127,1
4939,542389,308.86,114,1
4940,542451,258.38,62,1
4941,542570,313.3099,119,1
4942,542618,246.52,48,1
4943,542716,293.02,98,1
4944,542850,329.6599,134,1
4945,542912,258.38,62,1
4946,542980,266.32,68,1
4947,543032,250.48,52,1
4948,543120,286.12,88,1
4949,543220,298.0,100,1
4950,543340,317.7999,120,1
4951,543477,333.13,137,1
4952,543619,336.58,142,1
4953,543735,313.8399,116,1
4954,543813,274.22,78,1
4955,543945,329.6799,132,1
4956,544001,254.44,56,1
4957,544097,294.04,96,1
4958,544226,321.2099,129,1
4959,544312,282.14,86,1
4960,544391,273.71,79,1
4961,544477,282.14,86,1
4962,544585,305.92,108,1
4963,544698,309.3699,113,1
4964,544751,249.97,53,1
4965,544832,277.69,81,1
4966,544943,305.39,111,1
4967,545085,337.58,142,1
4968,545216,325.1899,131,1
4969,545264,246.52,48,1
4970,545350,282.14,86,1
4971,545431,277.69,81,1
4972,545527,294.04,96,1
4973,545653,321.7399,126,1
4974,545725,270.28,72,1
4975,545797,270.28,72,1
4976,545853,254.44,56,1
4977,545937,282.16,84,1
4978,546034,289.53,97,1
4979,546135,297.49,101,1
4980,546262,321.2299,127,1
4981,546346,282.16,84,1
4982,546448,297.98,102,1
4983,546569,317.2899,121,1
4984,546654,277.65,85,1
4985,546716,258.38,62,1
4986,546874,353.42,158,1
4987,546948,269.26,74,1
4988,547072,321.7599,124,1
4989,547187,309.35,115,1
4990,547249,258.38,62,1
4991,547368,313.3099,119,1
4992,547418,246.5,50,1
4993,547515,293.53,97,1
4994,547651,329.6399,136,1
4995,547711,258.4,60,1
4996,547779,266.32,68,1
4997,547832,249.97,53,1
4998,547921,285.61,89,1
4999,548021,298.0,100,1
5000,548145,316.76,124,1
5001,548283,332.6199,138,1
5002,548426,337.07,143,1
5003,548542,313.8399,116,1
5004,548619,273.73,77,1
5005,548753,329.6599,134,1
5006,548811,253.42,58,1
5007,548909,294.02,98,1
5008,549040,321.19,131,1
5009,549124,282.16,84,1
5010,549202,274.22,78,1
5011,549286,282.16,84,1
5012,549396,305.9,110,1
5013,549510,308.86,114,1
5014,549562,250.48,52,1
5015,549644,278.18,82,1
5016,549757,305.37,113,1
5017,549898,337.09,141,1
5018,550029,325.1899,131,1
5019,550077,246.52,48,1
5020,550164,281.63,87,1
5021,550244,278.2,80,1
5022,550340,294.04,96,1
5023,550465,321.25,125,1
5024,550539,270.26,74,1
5025,550611,270.28,72,1
5026,550667,254.44,56,1
5027,550753,282.14,86,1
5028,550845,290.08,92,1
5029,550947,296.98,102,1
5030,551072,321.25,125,1
5031,551157,281.65,85,1
5032,551257,298.0,100,1
5033,551377,317.7999,120,1
5034,551457,278.2,80,1
5035,551517,258.4,60,1
5036,551677,353.4,160,1
5037,551749,270.28,72,1
5038,551874,321.25,125,1
5039,551988,309.86,114,1
5040,552048,258.4,60,1
5041,552169,313.29,121,1
5042,552219,245.5,50,1
5043,552319,293.0,100,1
5044,552453,329.6599,134,1
5045,552513,258.4,60,1
5046,552582,265.81,69,1
5047,552636,250.46,54,1
5048,552724,286.12,88,1
5049,552827,297.47,103,1
5050,552948,317.29,121,1
5051,553085,333.13,137,1
5052,553231,337.54,146,1
5053,553347,313.8399,116,1
5054,553423,274.24,76,1
5055,553561,328.6199,138,1
5056,553619,254.42,58,1
5057,553715,294.04,96,1
5058,553841,321.7399,126,1
5059,553926,281.65,85,1
5060,554002,274.24,76,1
5061,554086,282.16,84,1
5062,554196,305.9,110,1
5063,554311,309.35,115,1
5064,554365,250.46,54,1
5065,554446,277.69,81,1
5066,554556,304.9,110,1
5067,554696,337.6,140,1
5068,554831,324.1499,135,1
5069,554879,246.52,48,1
5070,554963,282.16,84,1
5071,555043,278.2,80,1
5072,555141,294.02,98,1
5073,555269,321.72,128,1
5074,555341,270.28,72,1
5075,555413,270.28,72,1
5076,555469,254.44,56,1
5077,555557,281.12,88,1
5078,555650,289.57,93,1
5079,555753,297.47,103,1
5080,555881,320.7199,128,1
5081,555970,281.61,89,1
5082,556070,298.0,100,1
5083,556195,317.25,125,1
5084,556277,278.18,82,1
5085,556337,258.4,60,1
5086,556493,353.4401,156,1
5087,556567,270.26,74,1
5088,556691,321.7599,124,1
5089,556803,309.88,112,1
5090,556866,257.87,63,1
5091,556984,313.82,118,1
5092,557033,246.01,49,1
5093,557130,293.53,97,1
5094,557262,329.6799,132,1
5095,557322,258.4,60,1
5096,557390,266.32,68,1
5097,557442,250.48,52,1
5098,557530,286.12,88,1
5099,557633,297.47,103,1
5100,557757,316.76,124,1
5101,557897,331.6,140,1
5102,558037,337.6,140,1
5103,558155,312.82,118,1
5104,558232,273.73,77,1
5105,558364,329.6799,132,1
5106,558422,254.42,58,1
5107,558523,293.49,101,1
5108,558650,321.2299,127,1
5109,558736,282.14,86,1
5110,558813,273.73,77,1
5111,558898,281.65,85,1
5112,559009,305.39,111,1
5113,559123,308.86,114,1
5114,559175,250.48,52,1
5115,559256,277.69,81,1
5116,559366,304.9,110,1
5117,559508,337.58,142,1
5118,559642,324.6599,134,1
5119,559692,246.5,50,1
5120,559778,281.14,86,1
5121,559858,278.2,80,1
5122,559956,294.02,98,1
5123,560082,321.7399,126,1
5124,560154,270.28,72,1
5125,560228,270.26,74,1
5126,560284,254.44,56,1
5127,560368,282.16,84,1
5128,560460,290.08,92,1
5129,560564,297.96,104,1
5130,560690,321.7399,126,1
5131,560774,282.16,84,1
5132,560874,298.0,100,1
5133,560994,317.7999,120,1
5134,561076,278.18,82,1
5135,561137,257.89,61,1
5136,561294,352.93,157,1
5137,561366,270.28,72,1
5138,561491,321.25,125,1
5139,561604,309.37,113,1
5140,561667,257.87,63,1
5141,561784,313.33,117,1
5142,561832,246.52,48,1
5143,561931,293.51,99,1
5144,562064,329.1699,133,1
5145,562127,257.87,63,1
5146,562195,266.32,68,1
5147,562248,249.97,53,1
5148,562336,286.12,88,1
5149,562436,298.0,100,1
5150,562557,317.2899,121,1
5151,562694,333.13,137,1
5152,562836,336.58,142,1
5153,562956,312.7999,120,1
5154,563032,274.24,76,1
5155,563164,329.6799,132,1
5156,563224,254.4,60,1
5157,563324,294.0,100,1
5158,563450,321.7399,126,1
5159,563534,282.16,84,1
5160,563611,273.73,77,1
5161,563700,281.61,89,1
5162,563808,305.92,108,1
5163,563927,309.3099,119,1
5164,563980,249.97,53,1
5165,564060,278.2,80,1
5166,564170,305.9,110,1
5167,564316,337.54,146,1
5168,564445,325.2099,129,1
5169,564493,246.52,48,1
5170,564578,281.65,85,1
5171,564658,278.2,80,1
5172,564755,293.53,97,1
5173,564880,321.25,125,1
5174,564957,269.73,77,1
5175,565029,270.28,72,1
5176,565087,254.42,58,1
5177,565173,281.14,86,1
5178,565265,290.08,92,1
5179,565365,298.0,100,1
5180,565489,321.7599,124,1
5181,565573,282.16,84,1
5182,565673,298.0,100,1
5183,565793,317.7999,120,1
5184,565874,277.69,81,1
5185,565934,258.4,60,1
5186,566090,353.4401,156,1
5187,566166,269.24,76,1
5188,566292,320.7399,126,1
5189,566408,308.84,116,1
5190,566468,258.4,60,1
5191,566587,313.3099,119,1
5192,566637,246.5,50,1
5193,566733,294.04,96,1
5194,566865,329.6799,132,1
5195,566927,258.38,62,1
5196,566995,266.32,68,1
5197,567048,249.97,53,1
5198,567138,286.1,90,1
5199,567238,298.0,100,1
5200,567364,317.7399,126,1
5201,567508,332.5599,144,1
5202,567650,336.58,142,1
5203,567767,313.33,117,1
5204,567845,274.22,78,1
5205,567981,329.6399,136,1
5206,568038,253.93,57,1
5207,568138,294.0,100,1
5208,568264,321.7399,126,1
5209,568353,281.61,89,1
5210,568429,274.24,76,1
5211,568517,281.12,88,1
5212,568625,305.92,108,1
5213,568737,309.88,112,1
5214,568790,249.97,53,1
5215,568870,278.2,80,1
5216,568979,305.41,109,1
5217,569120,337.09,141,1
5218,569251,325.1899,131,1
5219,569299,246.52,48,1
5220,569385,281.14,86,1
5221,569465,278.2,80,1
5222,569561,294.04,96,1
5223,569687,320.7399,126,1
5224,569761,270.26,74,1
5225,569836,269.75,75,1
5226,569892,254.44,56,1
5227,569976,282.16,84,1
5228,570069,289.57,93,1
5229,570170,297.49,101,1
5230,570296,321.7399,126,1
5231,570382,281.14,86,1
5232,570482,298.0,100,1
5233,570605,317.27,123,1
5234,570685,278.2,80,1
5235,570749,258.36,64,1
5236,570907,353.42,158,1
5237,570987,270.2,80,1
5238,571113,320.7399,126,1
5239,571226,309.37,113,1
5240,571286,258.4,60,1
5241,571402,313.8399,116,1
5242,571450,246.52,48,1
5243,571546,294.04,96,1
5244,571679,329.1699,133,1
5245,571740,257.89,61,1
5246,571810,266.3,70,1
5247,571862,250.48,52,1
5248,571950,286.12,88,1
5249,572053,297.47,103,1
5250,572173,317.7999,120,1
5251,572309,333.64,136,1
5252,572449,337.6,140,1
5253,572570,313.2899,121,1
5254,572646,274.24,76,1
5255,572785,329.1099,139,1
5256,572841,254.44,56,1
5257,572939,293.02,98,1
5258,573068,321.2099,129,1
5259,573154,282.14,86,1
5260,573230,274.24,76,1
5261,573315,281.65,85,1
5262,573424,305.41,109,1
5263,573537,309.37,113,1
5264,573593,250.44,56,1
5265,573673,278.2,80,1
5266,573782,305.41,109,1
5267,573924,337.58,142,1
5268,574054,325.6999,130,1
5269,574102,246.52,48,1
5270,574188,281.14,86,1
5271,574268,278.2,80,1
5272,574366,293.02,98,1
5273,574491,321.25,125,1
5274,574563,270.28,72,1
5275,574637,270.26,74,1
5276,574693,254.44,56,1
5277,574779,282.14,86,1
5278,574871,290.08,92,1
5279,574971,298.0,100,1
5280,575097,321.7399,126,1
5281,575185,281.12,88,1
5282,575285,298.0,100,1
5283,575406,317.29,121,1
5284,575488,278.18,82,1
5285,575548,258.4,60,1
5286,575704,353.4401,156,1
5287,575776,270.28,72,1
5288,575900,321.7599,124,1
5289,576012,309.88,112,1
5290,576072,258.4,60,1
5291,576190,313.82,118,1
5292,576238,246.52,48,1
5293,576334,294.04,96,1
5294,576467,329.1699,133,1
5295,576527,258.4,60,1
5296,576595,266.32,68,1
5297,576647,250.48,52,1
5298,576738,285.59,91,1
5299,576838,298.0,100,1
5300,576962,316.76,124,1
5301,577104,332.58,142,1
5302,577245,337.09,141,1
5303,577363,313.82,118,1
5304,577440,273.73,77,1
5305,577574,329.6599,134,1
5306,577630,254.44,56,1
5307,577726,294.04,96,1
5308,577851,321.25,125,1
5309,577936,281.65,85,1
5310,578012,274.24,76,1
5311,578097,281.65,85,1
5312,578209,305.88,112,1
5313,578322,309.3699,113,1
5314,578374,250.48,52,1
5315,578455,277.69,81,1
5316,578564,305.41,109,1
5317,578705,337.09,141,1
5318,578833,325.7199,128,1
5319,578882,246.01,49,1
5320,578967,281.65,85,1
5321,579047,278.2,80,1
5322,579145,294.02,98,1
5323,579269,321.7599,124,1
5324,579341,270.28,72,1
5325,579415,270.26,74,1
5326,579471,254.44,56,1
5327,579558,281.63,87,1
5328,579652,290.06,94,1
5329,579752,298.0,100,1
5330,579876,321.7599,124,1
5331,579961,281.65,85,1
5332,580063,297.98,102,1
5333,580186,317.2699,123,1
5334,580266,278.2,80,1
5335,580326,258.4,60,1
5336,580485,352.91,159,1
5337,580558,269.77,73,1
5338,580683,321.25,125,1
5339,580796,309.37,113,1
5340,580857,257.89,61,1
5341,580973,313.8399,116,1
5342,581021,246.52,48,1
5343,581117,294.04,96,1
5344,581249,329.6799,132,1
5345,581309,258.4,60,1
5346,581377,266.32,68,1
5347,581429,250.48,52,1
5348,581517,286.12,88,1
5349,581620,297.47,103,1
5350,581745,317.25,125,1
5351,581889,333.5599,144,1
5352,582029,337.6,140,1
5353,582148,313.3099,119,1
5354,582228,273.2,80,1
5355,582363,329.1499,135,1
5356,582419,254.44,56,1
5357,582517,293.02,98,1
5358,582642,321.25,125,1
5359,582729,281.63,87,1
5360,582806,273.73,77,1
5361,582891,281.65,85,1
5362,582999,305.92,108,1
5363,583113,308.86,114,1
5364,583165,250.48,52,1
5365,583245,278.2,80,1
5366,583353,305.92,108,1
5367,583495,337.58,142,1
5368,583631,325.6399,136,1
5369,583681,245.5,50,1
5370,583767,282.14,86,1
5371,583847,278.2,80,1
5372,583943,294.04,96,1
5373,584069,321.7399,126,1
5374,584141,270.28,72,1
5375,584215,269.26,74,1
5376,584273,254.42,58,1
5377,584360,281.63,87,1
5378,584452,290.08,92,1
5379,584553,297.49,101,1
5380,584679,320.7399,126,1
5381,584763,282.16,84,1
5382,584863,298.0,100,1
5383,584983,317.7999,120,1
5384,585065,278.18,82,1
5385,585125,258.4,60,1
5386,585286,351.89,161,1
5387,585359,269.77,73,1
5388,585483,321.7599,124,1
5389,585597,309.86,114,1
5390,585657,258.4,60,1
5391,585774,313.33,117,1
5392,585823,246.01,49,1
5393,585921,294.02,98,1
5394,586054,329.1699,133,1
5395,586115,257.89,61,1
5396,586183,266.32,68,1
5397,586236,249.97,53,1
5398,586326,286.1,90,1
5399,586428,297.98,102,1
5400,586548,317.7999,120,1
5401,586684,333.64,136,1
5402,586824,337.6,140,1
5403,586942,313.82,118,1
5404,587018,274.24,76,1
5405,587151,329.1699,133,1
5406,587207,254.44,56,1
5407,587304,293.53,97,1
5408,587429,321.25,125,1
5409,587513,282.16,84,1
5410,587589,274.24,76,1
5411,587673,282.16,84,1
5412,587782,305.41,109,1
5413,587894,309.88,112,1
5414,587947,249.97,53,1
5415,588027,278.2,80,1
5416,588137,304.9,110,1
5417,588277,337.6,140,1
5418,588406,325.2099,129,1
5419,588456,246.5,50,1
5420,588540,282.16,84,1
5421,588621,277.69,81,1
5422,588718,293.53,97,1
5423,588842,321.7599,124,1
5424,588918,270.24,76,1
5425,588993,269.75,75,1
5426,589052,253.91,59,1
5427,589137,281.65,85,1
5428,589232,289.55,95,1
5429,589332,298.0,100,1
5430,589458,321.7399,126,1
5431,589545,280.63,87,1
5432,589648,297.47,103,1
5433,589770,317.78,122,1
5434,589852,277.18,82,1
5435,589912,258.4,60,1
5436,590069,352.93,157,1
5437,590143,270.26,74,1
5438,590272,321.2099,129,1
5439,590384,309.88,112,1
5440,590444,258.4,60,1
5441,590562,313.82,118,1
5442,590610,246.52,48,1
5443,590706,294.04,96,1
5444,590841,329.1499,135,1
5445,590903,258.38,62,1
5446,590973,265.3,70,1
5447,591025,250.48,52,1
5448,591115,285.1,90,1
5449,591215,298.0,100,1
5450,591337,316.78,122,1
5451,591475,332.6199,138,1
5452,591615,337.6,140,1
5453,591735,313.8,120,1
5454,591811,274.24,76,1
5455,591945,329.6599,134,1
5456,592001,254.44,56,1
5457,592099,294.02,98,1
5458,592225,321.7399,126,1
5459,592311,281.14,86,1
5460,592389,274.22,78,1
5461,592474,281.65,85,1
5462,592584,304.9,110,1
5463,592696,309.88,112,1
5464,592748,250.48,52,1
5465,592828,278.2,80,1
5466,592937,305.41,109,1
5467,593077,337.6,140,1
5468,593205,325.7199,128,1
5469,593255,246.5,50,1
5470,593339,282.16,84,1
5471,593421,277.18,82,1
5472,593517,294.04,96,1
5473,593642,321.25,125,1
5474,593714,270.28,72,1
5475,593787,269.77,73,1
5476,593843,254.44,56,1
5477,593928,281.65,85,1
5478,594023,289.55,95,1
5479,594123,298.0,100,1
5480,594249,320.7399,126,1
5481,594337,282.12,88,1
5482,594439,296.98,102,1
5483,594562,317.27,123,1
5484,594642,278.2,80,1
5485,594702,258.4,60,1
5486,594862,353.4,160,1
5487,594934,270.28,72,1
5488,595060,321.7399,126,1
5489,595177,309.33,117,1
5490,595238,257.89,61,1
5491,595356,313.82,118,1
5492,595404,246.52,48,1
5493,595500,294.04,96,1
5494,595634,329.6599,134,1
5495,595694,258.4,60,1
5496,595762,266.32,68,1
5497,595814,250.48,52,1
5498,595902,286.12,88,1
5499,596002,298.0,100,1
5500,596123,317.29,121,1
5501,596262,333.11,139,1
5502,596403,337.09,141,1
5503,596521,313.82,118,1
5504,596597,274.24,76,1
5505,596732,329.1499,135,1
5506,596788,254.44,56,1
5507,596886,294.02,98,1
5508,597010,321.7599,124,1
5509,597096,282.14,86,1
5510,597174,274.22,78,1
5511,597258,282.16,84,1
5512,597367,305.41,109,1
5513,597482,309.35,115,1
5514,597534,250.48,52,1
5515,597614,278.2,80,1
5516,597726,305.88,112,1
5517,597866,337.6,140,1
5518,597994,325.7199,128,1
5519,598042,246.52,48,1
5520,598126,282.16,84,1
5521,598207,277.69,81,1
5522,598303,294.04,96,1
5523,598427,321.7599,124,1
5524,598499,270.28,72,1
5525,598575,270.24,76,1
5526,598631,254.44,56,1
5527,598718,281.63,87,1
5528,598812,290.06,94,1
5529,598913,297.49,101,1
5530,599039,321.7399,126,1
5531,599123,282.16,84,1
5532,599225,296.98,102,1
5533,599346,317.2899,121,1
5534,599426,278.2,80,1
5535,599486,258.4,60,1
5536,599642,353.4401,156,1
5537,599716,270.26,74,1
5538,599841,321.25,125,1
5539,599955,309.86,114,1
5540,600015,258.4,60,1
5541,600134,313.3099,119,1
5542,600183,246.01,49,1
5543,600281,294.02,98,1
5544,600413,329.6799,132,1
5545,600473,258.4,60,1
5546,600541,266.32,68,1
5547,600593,250.48,52,1
5548,600683,286.1,90,1
5549,600783,298.0,100,1
5550,600904,317.29,121,1
5551,601042,333.6199,138,1
5552,601185,336.07,143,1
5553,601303,313.82,118,1
5554,601381,274.22,78,1
5555,601514,329.1699,133,1
5556,601570,254.44,56,1
5557,601668,294.02,98,1
5558,601792,321.7599,124,1
5559,601877,281.65,85,1
5560,601957,273.2,80,1
5561,602041,282.16,84,1
5562,602149,305.92,108,1
5563,602261,309.88,112,1
5564,602313,250.48,52,1
5565,602396,277.67,83,1
5566,602504,305.92,108,1
5567,602646,337.58,142,1
5568,602776,325.6999,130,1
5569,602824,246.52,48,1
5570,602908,282.16,84,1
5571,602990,278.18,82,1
5572,603089,293.51,99,1
5573,603214,321.25,125,1
5574,603286,270.28,72,1
5575,603358,270.28,72,1
5576,603414,254.44,56,1
5577,603498,282.16,84,1
5578,603590,290.08,92,1
5579,603692,297.98,102,1
5580,603816,321.7599,124,1
5581,603902,282.14,86,1
5582,604002,298.0,100,1
5583,604122,317.7999,120,1
5584,604202,278.2,80,1
5585,604262,258.4,60,1
5586,604419,352.93,157,1
5587,604491,270.28,72,1
5588,604615,321.7599,124,1
5589,604727,309.88,112,1
5590,604787,258.4,60,1
5591,604905,313.82,118,1
5592,604954,246.01,49,1
5593,605050,294.04,96,1
5594,605182,329.6799,132,1
5595,605242,258.4,60,1
5596,605310,266.32,68,1
5597,605363,249.97,53,1
5598,605452,285.61,89,1
5599,605552,298.0,100,1
5600,605674,316.78,122,1
5601,605811,333.13,137,1
5602,605953,337.58,142,1
5603,606069,313.8399,116,1
5604,606145,274.24,76,1
5605,606277,329.6799,132,1
5606,606333,254.44,56,1
5607,606429,294.04,96,1
5608,606553,321.7599,124,1
5609,606637,282.16,84,1
5610,606713,274.24,76,1
5611,606797,282.16,84,1
5612,606907,305.9,110,1
5613,607020,309.3699,113,1
5614,607072,250.48,52,1
5615,607152,278.2,80,1
5616,607263,305.39,111,1
5617,607406,337.07,143,1
5618,607535,325.2099,129,1
5619,607583,246.52,48,1
5620,607668,281.65,85,1
5621,607749,277.69,81,1
5622,607845,294.04,96,1
5623,607969,321.7599,124,1
5624,608041,270.28,72,1
5625,608113,270.28,72,1
5626,608169,254.44,56,1
5627,608253,282.16,84,1
5628,608345,290.08,92,1
5629,608445,298.0,100,1
5630,608569,321.7599,124,1
5631,608658,281.61,89,1
5632,608758,298.0,100,1
5633,608881,317.2699,123,1
5634,608961,278.2,80,1
5635,609021,258.4,60,1
5636,609178,352.93,157,1
5637,609250,270.28,72,1
5638,609374,321.7599,124,1
5639,609489,309.35,115,1
5640,609551,257.38,62,1
5641,609668,313.33,117,1
5642,609717,246.01,49,1
5643,609814,293.53,97,1
5644,609948,329.6599,134,1
5645,610008,258.4,60,1
5646,610076,266.32,68,1
5647,610128,250.48,52,1
5648,610217,285.61,89,1
5649,610317,298.0,100,1
5650,610439,317.78,122,1
5651,610575,333.64,136,1
5652,610716,337.09,141,1
5653,610832,313.8399,116,1
5654,610910,273.22,78,1
5655,611044,328.6599,134,1
5656,611100,254.44,56,1
5657,611196,294.04,96,1
5658,611322,321.7399,126,1
5659,611408,282.14,86,1
5660,611484,274.24,76,1
5661,611570,282.14,86,1
5662,611678,305.92,108,1
5663,611793,309.35,115,1
5664,611845,250.48,52,1
5665,611925,278.2,80,1
5666,612042,305.33,117,1
5667,612183,337.09,141,1
5668,612311,325.7199,128,1
5669,612359,246.52,48,1
5670,612443,282.16,84,1
5671,612523,278.2,80,1
5672,612619,294.04,96,1
5673,612743,321.7599,124,1
5674,612815,270.28,72,1
5675,612887,270.28,72,1
5676,612943,254.44,56,1
5677,613028,281.65,85,1
5678,613120,290.08,92,1
5679,613222,297.98,102,1
5680,613346,321.7599,124,1
5681,613432,281.14,86,1
5682,613532,298.0,100,1
5683,613653,317.2899,121,1
5684,613734,277.69,81,1
5685,613797,257.87,63,1
5686,613953,353.4401,156,1
5687,614025,270.28,72,1
5688,614149,321.7599,124,1
5689,614261,309.88,112,1
5690,614321,258.4,60,1
5691,614438,313.33,117,1
5692,614486,246.52,48,1
5693,614584,294.02,98,1
5694,614716,329.6799,132,1
5695,614778,258.38,62,1
5696,614846,266.32,68,1
5697,614898,250.48,52,1
5698,614986,286.12,88,1
5699,615086,298.0,100,1
5700,615207,317.29,121,1
5701,615347,332.6,140,1
5702,615490,337.07,143,1
5703,615606,313.8399,116,1
5704,615682,274.24,76,1
5705,615815,329.1699,133,1
5706,615871,254.44,56,1
5707,615967,294.04,96,1
5708,616093,321.7399,126,1
5709,616177,282.16,84,1
5710,616253,274.24,76,1
5711,616337,282.16,84,1
5712,616451,305.86,114,1
5713,616565,309.86,114,1
5714,616618,249.97,53,1
5715,616698,278.2,80,1
5716,616807,305.41,109,1
5717,616949,337.58,142,1
5718,617077,325.7199,128,1
5719,617125,246.52,48,1
5720,617210,281.65,85,1
5721,617292,278.18,82,1
5722,617395,293.47,103,1
5723,617519,321.7599,124,1
5724,617591,270.28,72,1
5725,617663,270.28,72,1
5726,617720,253.93,57,1
5727,617804,282.16,84,1
5728,617896,290.08,92,1
5729,617996,298.0,100,1
5730,618121,321.25,125,1
5731,618205,282.16,84,1
5732,618306,297.49,101,1
5733,618426,317.7999,120,1
5734,618507,277.69,81,1
5735,618567,258.4,60,1
5736,618724,352.93,157,1
5737,618796,270.28,72,1
5738,618920,321.7599,124,1
5739,619032,309.88,112,1
5740,619092,258.4,60,1
5741,619208,313.8399,116,1
5742,619256,246.52,48,1
5743,619353,293.53,97,1
5744,619486,329.1699,133,1
5745,619546,258.4,60,1
5746,619616,266.3,70,1
5747,619668,250.48,52,1
5748,619756,286.12,88,1
5749,619856,298.0,100,1
5750,619979,317.27,123,1
5751,620115,333.64,136,1
5752,620256,337.09,141,1
